symbol,n_tree,point_ic_tree,ci_lower_tree,ci_upper_tree,passes_tree,p_value_tree,p_value_fdr_tree,passes_fdr_significant_tree,passes_fdr_tree,n_linear,point_ic_linear,ci_lower_linear,ci_upper_linear,passes_linear,p_value_linear,p_value_fdr_linear,passes_fdr_significant_linear,passes_fdr_linear,n_baseline,point_ic_baseline,ci_lower_baseline,ci_upper_baseline,passes_baseline,p_value_baseline,p_value_fdr_baseline,passes_fdr_significant_baseline,passes_fdr_baseline
SPHB,200585,0.14443445188688914,0.13944826874395908,0.14964226906710482,True,0.0,0.0,True,True,200585,0.003867497660045652,-0.0010496454159820408,0.008413402075980809,False,0.08325203758480537,0.085386705215185,False,False,200585,0.05717060808770338,0.05261995387053711,0.06150009432281009,True,0.0,0.0,True,True
SPY,316929,0.16687096629006642,0.16241621974054207,0.17057792198672153,True,0.0,0.0,True,True,316929,0.03918236320075704,0.03592585671352776,0.0429919120143361,True,0.0,0.0,True,True,316929,0.05382512139417794,0.050269348510383616,0.05671554255829202,True,0.0,0.0,True,True
TIP,316807,0.2100590607603483,0.206428903541363,0.21368300531695528,True,0.0,0.0,True,True,316807,0.04067933600010456,0.037081781438688656,0.0445641235412884,True,0.0,0.0,True,True,316807,0.054385526300090276,0.0514307624360304,0.057617756211606926,True,0.0,0.0,True,True
TLT,192137,0.18829191584583774,0.18353659671387937,0.19333711369882978,True,0.0,0.0,True,True,192137,0.02638397931974631,0.021935688935480955,0.030942128434910492,True,0.0,0.0,True,True,192137,0.05683464270437015,0.05306202251035961,0.06096404848909957,True,0.0,0.0,True,True
USMV,258279,0.21802511531792446,0.2136904463218359,0.22250473369099644,True,0.0,0.0,True,True,258279,0.032894847569706016,0.02918280568722716,0.036639069246546814,True,0.0,0.0,True,True,258279,0.06671177647637988,0.06321272064075348,0.069870141769702,True,0.0,0.0,True,True
UUP,304256,0.20046680791914512,0.1944465050513635,0.20594578479225337,True,0.0,0.0,True,True,304256,0.03285446395376173,0.028529175786897686,0.03730236265720225,True,0.0,0.0,True,True,304256,0.0012387645327891132,-0.005801825149293007,0.0077464094593200335,False,0.4944219660670439,0.5006804719666267,False,False
VNQ,316938,0.23441390685465077,0.2305444899348811,0.23849062631658793,True,0.0,0.0,True,True,316938,0.01930886406896396,0.01564486223463911,0.02306318663729338,True,0.0,0.0,True,True,316938,0.07782577526582893,0.07491996566556626,0.0812677584134808,True,0.0,0.0,True,True
VTV,316346,0.15934268357957226,0.15593382749811494,0.16308535077514108,True,0.0,0.0,True,True,316346,0.024409665411150607,0.020753246887681747,0.027654596671963922,True,0.0,0.0,True,True,316346,0.052563855820042776,0.04956314921736575,0.055535934533362696,True,0.0,0.0,True,True
VUG,316567,0.22002532681001827,0.21615203990051854,0.2239047656798114,True,0.0,0.0,True,True,316567,0.043937888316458396,0.04018170123165141,0.04738162557712569,True,0.0,0.0,True,True,316567,0.05610533557730585,0.0525816125969233,0.06008510012076744,True,0.0,0.0,True,True
VWO,316937,0.1359558593775285,0.13206039770614428,0.14020948550593682,True,0.0,0.0,True,True,316937,0.0161347369905399,0.012322719205016854,0.01984503665972935,True,0.0,0.0,True,True,316937,0.04484561860200719,0.04115518048440258,0.048130408380577,True,0.0,0.0,True,True
VYM,309910,0.15532087030019695,0.15145253948499834,0.15900980539244333,True,0.0,0.0,True,True,309910,0.022273431531458526,0.018840835369235084,0.025608173926413916,True,0.0,0.0,True,True,309910,0.05222815902939385,0.04927137443952502,0.05511406215870289,True,0.0,0.0,True,True
XBI,307672,0.2361847966157508,0.2328921854082229,0.23966257463797844,True,0.0,0.0,True,True,307672,0.01024661313055298,0.00660691733840238,0.01388291361003884,True,1.3178300228844364e-08,1.4441972853528071e-08,True,True,307672,0.08278672743260673,0.07970685217345289,0.08583893190490534,True,0.0,0.0,True,True
