iShares Russell 3000 ETF
Fund Holdings as of,"Sep 14, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"46,750,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"UA","UNDER ARMOUR INC CLASS C","Consumer Discretionary","Equity","258,153.07","0.00","258,153.07","52,577.00","4.91","United States","NYSE","USD","1.00","USD","-"
"HSHP","HIMALAYA SHIPPING LTD","Industrials","Equity","258,212.38","0.00","258,212.38","14,258.00","18.11","Norway","NYSE","USD","1.00","USD","-"
"VRTS","VIRTUS INVESTMENT PARTNERS","Financials","Equity","258,479.52","0.00","258,479.52","1,801.00","143.52","United States","NYSE","USD","1.00","USD","-"
"PRSU","PURSUIT ATTRACTIONS AND HOSPITALIT","Consumer Discretionary","Equity","259,024.78","0.00","259,024.78","5,194.00","49.87","United States","NYSE","USD","1.00","USD","-"
"TRUP","TRUPANION","Financials","Equity","259,068.05","0.00","259,068.05","9,907.00","26.15","United States","NASDAQ","USD","1.00","USD","-"
"MFA","MFA FINANCIAL","Financials","Equity","259,502.04","0.00","259,502.04","30,674.00","8.46","United States","NYSE","USD","1.00","USD","-"
"ATEX","ANTERIX","Communication","Equity","255,736.64","0.00","255,736.64","3,296.00","77.59","United States","NASDAQ","USD","1.00","USD","-"
"ASC","ARDMORE SHIPPING CORP","Energy","Equity","256,837.50","0.00","256,837.50","13,698.00","18.75","Bermuda","NYSE","USD","1.00","USD","-"
"ALH","ALLIANCE LAUNDRY HOLDINGS","Industrials","Equity","253,644.75","0.00","253,644.75","11,925.00","21.27","United States","NYSE","USD","1.00","USD","-"
"OMDA","OMADA HEALTH","Health Care","Equity","254,364.00","0.00","254,364.00","12,408.00","20.50","United States","NASDAQ","USD","1.00","USD","-"
"NAVI","NAVIENT","Financials","Equity","254,759.22","0.00","254,759.22","26,049.00","9.78","United States","NASDAQ","USD","1.00","USD","-"
"VERX","VERTEX CLASS A","Information Technology","Equity","254,967.02","0.00","254,967.02","19,478.00","13.09","United States","NASDAQ","USD","1.00","USD","-"
"DEA","EASTERLY GOVERNMENT PROPERTIES INC","Real Estate","Equity","255,374.08","0.00","255,374.08","10,712.00","23.84","United States","NYSE","USD","1.00","USD","-"
"ABUS","ARBUTUS BIOPHARMA CORP","Health Care","Equity","255,386.79","0.00","255,386.79","49,783.00","5.13","United States","NASDAQ","USD","1.00","USD","-"
"DAKT","DAKTRONICS INC","Information Technology","Equity","252,011.61","0.00","252,011.61","14,071.00","17.91","United States","NASDAQ","USD","1.00","USD","-"
"SCHL","SCHOLASTIC","Communication","Equity","252,077.30","0.00","252,077.30","7,141.00","35.30","United States","NASDAQ","USD","1.00","USD","-"
"CNA","CNA FINANCIAL CORP","Financials","Equity","252,328.23","0.00","252,328.23","5,247.00","48.09","United States","NYSE","USD","1.00","USD","-"
"BW","BABCOCK AND WILCOX ENTERPRISES","Industrials","Equity","252,601.96","0.00","252,601.96","35,932.00","7.03","United States","NYSE","USD","1.00","USD","-"
"NX","QUANEX BUILDING PRODUCTS CORP","Industrials","Equity","253,186.64","0.00","253,186.64","12,068.00","20.98","United States","NYSE","USD","1.00","USD","-"
"ASTE","ASTEC INDUSTRIES","Industrials","Equity","253,339.80","0.00","253,339.80","6,155.00","41.16","United States","NASDAQ","USD","1.00","USD","-"
"CCO","CLEAR CHANNEL OUTDOOR HOLDINGS INC","Communication","Equity","249,533.48","0.00","249,533.48","104,846.00","2.38","United States","NYSE","USD","1.00","USD","-"
"UMH","UMH PROPERTIES INC","Real Estate","Equity","250,052.32","0.00","250,052.32","15,988.00","15.64","United States","NYSE","USD","1.00","USD","-"
"GOLD","GOLD INC","Consumer Discretionary","Equity","250,796.00","0.00","250,796.00","5,300.00","47.32","United States","NYSE","USD","1.00","USD","-"
"GNK","GENCO SHIPPING AND TRADING","Industrials","Equity","251,154.00","0.00","251,154.00","9,302.00","27.00","United States","NYSE","USD","1.00","USD","-"
"KOP","KOPPERS HOLDINGS INC","Materials","Equity","247,480.00","0.00","247,480.00","5,380.00","46.00","United States","NYSE","USD","1.00","USD","-"
"FBIZ","FIRST BUSINESS FINANCIAL SERVICES","Financials","Equity","247,779.44","0.00","247,779.44","3,412.00","72.62","United States","NASDAQ","USD","1.00","USD","-"
"FET","FORUM ENERGY TECHNOLOGIES INC","Energy","Equity","249,251.41","0.00","249,251.41","3,089.00","80.69","United States","NYSE","USD","1.00","USD","-"
"AMAL","AMALGAMATED FINANCIAL CORP","Financials","Equity","249,363.82","0.00","249,363.82","5,219.00","47.78","United States","NASDAQ","USD","1.00","USD","-"
"NIQ","NIQ GLOBAL INTELLIGENCE PLC","Communication","Equity","244,369.71","0.00","244,369.71","13,117.00","18.63","United States","NYSE","USD","1.00","USD","-"
"ANRO","ALTO NEUROSCIENCE INC","Health Care","Equity","244,696.32","0.00","244,696.32","7,724.00","31.68","United States","NYSE","USD","1.00","USD","-"
"AMPL","AMPLITUDE CLASS A","Information Technology","Equity","241,523.10","0.00","241,523.10","17,694.00","13.65","United States","NASDAQ","USD","1.00","USD","-"
"CLVT","CLARIVATE PLC","Industrials","Equity","241,763.98","0.00","241,763.98","126,578.00","1.91","United States","NYSE","USD","1.00","USD","-"
"NBBK","NB BANCORP INC","Financials","Equity","242,748.45","0.00","242,748.45","10,605.00","22.89","United States","NASDAQ","USD","1.00","USD","-"
"LEN B","LENNAR CLASS B","Consumer Discretionary","Equity","242,932.96","0.00","242,932.96","3,088.00","78.67","United States","NYSE","USD","1.00","USD","-"
"AESI","ATLAS ENERGY SOLUTIONS","Energy","Equity","243,260.82","0.00","243,260.82","18,513.00","13.14","United States","NYSE","USD","1.00","USD","-"
"NUTX","NUTEX HEALTH INC","Health Care","Equity","243,279.42","0.00","243,279.42","1,121.00","217.02","United States","NASDAQ","USD","1.00","USD","-"
"BETA","BETA TECHNOLOGIES CLASS A","Industrials","Equity","243,362.24","0.00","243,362.24","11,768.00","20.68","United States","NYSE","USD","1.00","USD","-"
"WINA","WINMARK","Consumer Discretionary","Equity","239,576.00","0.00","239,576.00","800.00","299.47","United States","NASDAQ","USD","1.00","USD","-"
"BUR","BURFORD CAPITAL LTD","Financials","Equity","239,658.88","0.00","239,658.88","54,592.00","4.39","United States","NYSE","USD","1.00","USD","-"
"HROW","HARROW","Health Care","Equity","239,920.94","0.00","239,920.94","7,042.00","34.07","United States","NASDAQ","USD","1.00","USD","-"
"GHM","GRAHAM CORP","Industrials","Equity","239,939.23","0.00","239,939.23","2,867.00","83.69","United States","NYSE","USD","1.00","USD","-"
"PFIS","PEOPLES FINANCIAL SERVICES CORP","Financials","Equity","240,146.00","0.00","240,146.00","3,340.00","71.90","United States","NASDAQ","USD","1.00","USD","-"
"NEXT","NEXTDECADE","Energy","Equity","240,321.12","0.00","240,321.12","32,432.00","7.41","United States","NASDAQ","USD","1.00","USD","-"
"WSHP","WESHOP HOLDINGS CLASS A","Communication","Equity","240,556.24","0.00","240,556.24","41,511.00","5.79","Jersey","NASDAQ","USD","1.00","USD","-"
"FLNG","FLEX LNG","Energy","Equity","237,899.76","0.00","237,899.76","7,453.00","31.92","Norway","NYSE","USD","1.00","USD","-"
"BBSI","BARRETT BUSINESS SERVICES INC","Industrials","Equity","238,253.84","0.00","238,253.84","7,172.00","33.22","United States","NASDAQ","USD","1.00","USD","-"
"CODI","COMPASS DIVERSIFIED","Financials","Equity","235,564.68","0.00","235,564.68","20,828.00","11.31","United States","NYSE","USD","1.00","USD","-"
"QNST","QUINSTREET INC","Communication","Equity","235,583.04","0.00","235,583.04","12,748.00","18.48","United States","NASDAQ","USD","1.00","USD","-"
"AMTB","AMERANT BANCORP CLASS A","Financials","Equity","235,729.20","0.00","235,729.20","7,980.00","29.54","United States","NYSE","USD","1.00","USD","-"
"AVLN","AVALYN PHARMA INC","Health Care","Equity","235,905.12","0.00","235,905.12","6,744.00","34.98","United States","NASDAQ","USD","1.00","USD","-"
"FLNC","FLUENCE ENERGY INC CLASS A","Industrials","Equity","236,172.18","0.00","236,172.18","25,098.00","9.41","United States","NASDAQ","USD","1.00","USD","-"
"JANX","JANUX THERAPEUTICS","Health Care","Equity","236,471.91","0.00","236,471.91","13,661.00","17.31","United States","NASDAQ","USD","1.00","USD","-"
"PWP","PERELLA WEINBERG PARTNERS CLASS A","Financials","Equity","236,544.57","0.00","236,544.57","16,461.00","14.37","United States","NASDAQ","USD","1.00","USD","-"
"VSTM","VERASTEM INC","Health Care","Equity","236,580.02","0.00","236,580.02","31,502.00","7.51","United States","NASDAQ","USD","1.00","USD","-"
"CCBG","CAPITAL CITY BANK INC","Financials","Equity","237,267.10","0.00","237,267.10","4,690.00","50.59","United States","NASDAQ","USD","1.00","USD","-"
"SMPL","THE SIMPLY GOOD FOODS COMPANY","Consumer Staples","Equity","233,351.44","0.00","233,351.44","23,476.00","9.94","United States","NASDAQ","USD","1.00","USD","-"
"IMMX","IMMIX BIOPHARMA","Health Care","Equity","233,394.15","0.00","233,394.15","19,115.00","12.21","United States","NASDAQ","USD","1.00","USD","-"
"NVGS","NAVIGATOR HOLDINGS","Energy","Equity","233,672.96","0.00","233,672.96","9,952.00","23.48","United Kingdom","NYSE","USD","1.00","USD","-"
"IRMD","IRADIMED","Health Care","Equity","233,724.96","0.00","233,724.96","2,832.00","82.53","United States","NASDAQ","USD","1.00","USD","-"
"CERT","CERTARA","Health Care","Equity","234,784.00","0.00","234,784.00","29,348.00","8.00","United States","NASDAQ","USD","1.00","USD","-"
"AMC","AMC ENTERTAINMENT HOLDINGS INC CLA","Communication","Equity","231,567.50","0.00","231,567.50","92,627.00","2.50","United States","NYSE","USD","1.00","USD","-"
"MCB","METROPOLITAN BANK HOLDING CORP","Financials","Equity","231,694.02","0.00","231,694.02","2,538.00","91.29","United States","NYSE","USD","1.00","USD","-"
"LZ","LEGALZOOM COM","Industrials","Equity","232,604.92","0.00","232,604.92","37,039.00","6.28","United States","NASDAQ","USD","1.00","USD","-"
"GERN","GERON","Health Care","Equity","232,626.00","0.00","232,626.00","169,800.00","1.37","United States","NASDAQ","USD","1.00","USD","-"
"ZVRA","ZEVRA THERAPEUTICS INC","Health Care","Equity","229,733.25","0.00","229,733.25","19,065.00","12.05","United States","NASDAQ","USD","1.00","USD","-"
"ACHV","ACHIEVE LIFE SCIENCES","Health Care","Equity","229,950.15","0.00","229,950.15","31,805.00","7.23","United States","NASDAQ","USD","1.00","USD","-"
"SVRA","SAVARA","Health Care","Equity","230,218.08","0.00","230,218.08","43,112.00","5.34","United States","NASDAQ","USD","1.00","USD","-"
"PGC","PEAPACK GLADSTONE FINANCIAL CORP","Financials","Equity","228,091.96","0.00","228,091.96","4,978.00","45.82","United States","NASDAQ","USD","1.00","USD","-"
"ILPT","INDUSTRIAL LOGISTICS PROPERTIES TR","Real Estate","Equity","228,212.79","0.00","228,212.79","29,523.00","7.73","United States","NASDAQ","USD","1.00","USD","-"
"UTZ","UTZ BRANDS CLASS A","Consumer Staples","Equity","228,220.74","0.00","228,220.74","16,038.00","14.23","United States","NYSE","USD","1.00","USD","-"
"CIM","CHIMERA INVESTMENT","Financials","Equity","228,303.40","0.00","228,303.40","20,605.00","11.08","United States","NYSE","USD","1.00","USD","-"
"WGO","WINNEBAGO INDUSTRIES","Consumer Discretionary","Equity","228,326.36","0.00","228,326.36","8,051.00","28.36","United States","NYSE","USD","1.00","USD","-"
"PLOW","DOUGLAS DYNAMICS INC","Industrials","Equity","225,498.42","0.00","225,498.42","5,622.00","40.11","United States","NYSE","USD","1.00","USD","-"
"FOXF","FOX FACTORY HOLDING","Consumer Discretionary","Equity","225,892.29","0.00","225,892.29","11,531.00","19.59","United States","NASDAQ","USD","1.00","USD","-"
"CARS","CARS.COM INC","Communication","Equity","226,038.13","0.00","226,038.13","19,303.00","11.71","United States","NYSE","USD","1.00","USD","-"
"ADAM","ADAMAS","Financials","Equity","226,654.56","0.00","226,654.56","25,128.00","9.02","United States","NASDAQ","USD","1.00","USD","-"
"MGTX","MEIRAGTX HOLDINGS PLC","Health Care","Equity","227,010.00","0.00","227,010.00","17,625.00","12.88","United States","NASDAQ","USD","1.00","USD","-"
"ORIC","ORIC PHARMACEUTICALS","Health Care","Equity","223,765.85","0.00","223,765.85","17,689.00","12.65","United States","NASDAQ","USD","1.00","USD","-"
"PFBC","PREFERRED BANK","Financials","Equity","224,326.08","0.00","224,326.08","2,134.00","105.12","United States","NASDAQ","USD","1.00","USD","-"
"THFF","FIRST FINANCIAL CORPORATION CORP","Financials","Equity","224,668.60","0.00","224,668.60","2,873.00","78.20","United States","NASDAQ","USD","1.00","USD","-"
"ACRS","ACLARIS THERAPEUTICS","Health Care","Equity","224,686.32","0.00","224,686.32","39,838.00","5.64","United States","NASDAQ","USD","1.00","USD","-"
"TGLS","TECNOGLASS HOLDINGS","Industrials","Equity","225,130.50","0.00","225,130.50","6,126.00","36.75","United States","NYSE","USD","1.00","USD","-"
"EGBN","EAGLE BANCORP","Financials","Equity","225,211.02","0.00","225,211.02","8,049.00","27.98","United States","NASDAQ","USD","1.00","USD","-"
"LXU","LSB INDUSTRIES","Materials","Equity","221,376.96","0.00","221,376.96","20,016.00","11.06","United States","NYSE","USD","1.00","USD","-"
"LIF","LIFE360","Information Technology","Equity","221,887.08","0.00","221,887.08","5,011.00","44.28","United States","NASDAQ","USD","1.00","USD","-"
"AKTS","AKTIS ONCOLOGY INC","Health Care","Equity","221,899.09","0.00","221,899.09","9,577.00","23.17","United States","NASDAQ","USD","1.00","USD","-"
"FCEL","FUELCELL ENERGY INC","Industrials","Equity","222,400.40","0.00","222,400.40","14,555.00","15.28","United States","NASDAQ","USD","1.00","USD","-"
"CMP","COMPASS MINERALS INTERNATIONAL","Materials","Equity","222,747.48","0.00","222,747.48","9,258.00","24.06","United States","NYSE","USD","1.00","USD","-"
"CAC","CAMDEN NATIONAL CORP","Financials","Equity","222,822.60","0.00","222,822.60","3,822.00","58.30","United States","NASDAQ","USD","1.00","USD","-"
"FIZZ","NATIONAL BEVERAGE","Consumer Staples","Equity","219,679.86","0.00","219,679.86","6,906.00","31.81","United States","NASDAQ","USD","1.00","USD","-"
"GLIBK","LIBERTY CAPITAL SERIES C","Communication","Equity","219,898.40","0.00","219,898.40","8,510.00","25.84","United States","NASDAQ","USD","1.00","USD","-"
"AVBP","ARRIVENT BIOPHARMA","Health Care","Equity","220,131.85","0.00","220,131.85","7,705.00","28.57","United States","NASDAQ","USD","1.00","USD","-"
"CADL","CANDEL THERAPEUTICS INC","Health Care","Equity","220,428.08","0.00","220,428.08","20,649.00","10.68","United States","NASDAQ","USD","1.00","USD","-"
"PMT","PENNYMAC MORTGAGE INVESTMENT TRUST","Financials","Equity","221,046.25","0.00","221,046.25","24,425.00","9.05","United States","NYSE","USD","1.00","USD","-"
"TRNS","TRANSCAT","Industrials","Equity","221,064.20","0.00","221,064.20","2,690.00","82.18","United States","NASDAQ","USD","1.00","USD","-"
"BCAX","BICARA THERAPEUTICS INC","Health Care","Equity","221,188.80","0.00","221,188.80","9,534.00","23.20","United States","NASDAQ","USD","1.00","USD","-"
"DRVN","DRIVEN BRANDS HOLDINGS","Consumer Discretionary","Equity","217,688.79","0.00","217,688.79","17,457.00","12.47","United States","NASDAQ","USD","1.00","USD","-"
"CCSI","CONSENSUS CLOUD SOLUTIONS INC","Information Technology","Equity","215,169.76","0.00","215,169.76","5,828.00","36.92","United States","NASDAQ","USD","1.00","USD","-"
"SVC","SERVICE PROPERTIES TRUST","Real Estate","Equity","215,481.02","0.00","215,481.02","32,306.00","6.67","United States","NASDAQ","USD","1.00","USD","-"
"NEXN","NEXXEN INTERNATIONAL LTD","Communication","Equity","215,682.48","0.00","215,682.48","23,043.00","9.36","Israel","NASDAQ","USD","1.00","USD","-"
"GEF B","GREIF INC CLASS B","Materials","Equity","215,876.62","0.00","215,876.62","2,047.00","105.46","United States","NYSE","USD","1.00","USD","-"
"AFRI","FORAFRIC GLOBAL PLC","Consumer Staples","Equity","216,039.30","0.00","216,039.30","19,463.00","11.10","Gibraltar","NASDAQ","USD","1.00","USD","-"
"PUMP","PROPETRO HOLDING","Energy","Equity","216,226.50","0.00","216,226.50","20,593.00","10.50","United States","NYSE","USD","1.00","USD","-"
"ANNX","ANNEXON","Health Care","Equity","216,708.85","0.00","216,708.85","54,863.00","3.95","United States","NASDAQ","USD","1.00","USD","-"
"INBX","INHIBRX BIOSCIENCES INC","Health Care","Equity","216,852.61","0.00","216,852.61","1,963.00","110.47","United States","NASDAQ","USD","1.00","USD","-"
"RRBI","RED RIVER BANCSHARES INC","Financials","Equity","217,086.66","0.00","217,086.66","2,114.00","102.69","United States","NASDAQ","USD","1.00","USD","-"
"GSBC","GREAT SOUTHERN BANCORP INC","Financials","Equity","213,357.10","0.00","213,357.10","2,657.00","80.30","United States","NASDAQ","USD","1.00","USD","-"
"MPB","MID PENN BANCORP INC","Financials","Equity","213,551.36","0.00","213,551.36","5,753.00","37.12","United States","NASDAQ","USD","1.00","USD","-"
"NHP","NATIONAL HEALTHCARE PROPERTIES CLA","Real Estate","Equity","214,032.54","0.00","214,032.54","13,261.00","16.14","United States","NASDAQ","USD","1.00","USD","-"
"ACNB","ACNB CORP","Financials","Equity","214,142.05","0.00","214,142.05","3,295.00","64.99","United States","NASDAQ","USD","1.00","USD","-"
"ALMS","ALUMIS","Health Care","Equity","214,328.12","0.00","214,328.12","23,246.00","9.22","United States","NASDAQ","USD","1.00","USD","-"
"HBNC","HORIZON BANCORP INC","Financials","Equity","214,771.24","0.00","214,771.24","10,858.00","19.78","United States","NASDAQ","USD","1.00","USD","-"
"UNTY","UNITY BANCORP INC","Financials","Equity","214,860.80","0.00","214,860.80","3,584.00","59.95","United States","NASDAQ","USD","1.00","USD","-"
"FCBC","FIRST COMMUNITY BANKSHARES INC","Financials","Equity","214,866.26","0.00","214,866.26","4,534.00","47.39","United States","NASDAQ","USD","1.00","USD","-"
"SLDB","SOLID BIOSCIENCES INC","Health Care","Equity","214,934.08","0.00","214,934.08","24,592.00","8.74","United States","NASDAQ","USD","1.00","USD","-"
"MSBI","MIDLAND STATES BANCORP INC","Financials","Equity","214,942.41","0.00","214,942.41","6,399.00","33.59","United States","NASDAQ","USD","1.00","USD","-"
"CLYM","CLIMB BIO INC","Health Care","Equity","211,411.20","0.00","211,411.20","14,520.00","14.56","United States","NASDAQ","USD","1.00","USD","-"
"BFST","BUSINESS FIRST BANCSHARES INC","Financials","Equity","211,451.16","0.00","211,451.16","6,717.00","31.48","United States","NASDAQ","USD","1.00","USD","-"
"BLMN","BLOOMIN BRANDS INC","Consumer Discretionary","Equity","211,853.07","0.00","211,853.07","23,777.00","8.91","United States","NASDAQ","USD","1.00","USD","-"
"COLL","COLLEGIUM PHARMACEUTICAL","Health Care","Equity","212,726.06","0.00","212,726.06","9,326.00","22.81","United States","NASDAQ","USD","1.00","USD","-"
"HIPO","HIPPO HOLDINGS","Financials","Equity","212,794.88","0.00","212,794.88","6,584.00","32.32","United States","NYSE","USD","1.00","USD","-"
"HYLN","HYLIION HOLDINGS CORP","Industrials","Equity","212,956.31","0.00","212,956.31","56,189.00","3.79","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"JBGS","JBG SMITH PROPERTIES","Real Estate","Equity","209,385.00","0.00","209,385.00","18,612.00","11.25","United States","NYSE","USD","1.00","USD","-"
"HSTM","HEALTHSTREAM","Health Care","Equity","210,343.37","0.00","210,343.37","7,099.00","29.63","United States","NASDAQ","USD","1.00","USD","-"
"APEI","AMERICAN PUBLIC EDUCATION","Consumer Discretionary","Equity","210,775.92","0.00","210,775.92","4,744.00","44.43","United States","NASDAQ","USD","1.00","USD","-"
"PLGO","PELAGOS INSURANCE CAPITAL LTD","Financials","Equity","207,932.48","0.00","207,932.48","8,344.00","24.92","Bermuda","NYSE","USD","1.00","USD","-"
"FG","F&G ANNUITIES AND LIFE INC","Financials","Equity","208,981.68","0.00","208,981.68","9,039.00","23.12","United States","NYSE","USD","1.00","USD","-"
"RVLV","REVOLVE GROUP CLASS A","Consumer Discretionary","Equity","205,104.90","0.00","205,104.90","10,010.00","20.49","United States","NYSE","USD","1.00","USD","-"
"MRVI","MARAVAI LIFESCIENCES HOLDINGS INC","Health Care","Equity","205,155.96","0.00","205,155.96","30,689.00","6.68","United States","NASDAQ","USD","1.00","USD","-"
"SAFE","SAFEHOLD INC","Real Estate","Equity","206,281.90","0.00","206,281.90","14,894.00","13.85","United States","NYSE","USD","1.00","USD","-"
"LWLG","LIGHTWAVE LOGIC","Information Technology","Equity","206,357.99","0.00","206,357.99","43,081.00","4.79","United States","NASDAQ","USD","1.00","USD","-"
"HBCP","HOME BANCORP INC","Financials","Equity","206,564.16","0.00","206,564.16","2,976.00","69.41","United States","NASDAQ","USD","1.00","USD","-"
"MCS","THE MARCUS CORP","Communication","Equity","206,727.66","0.00","206,727.66","7,482.00","27.63","United States","NYSE","USD","1.00","USD","-"
"MRTN","MARTEN TRANSPORT","Industrials","Equity","203,078.84","0.00","203,078.84","14,516.00","13.99","United States","NASDAQ","USD","1.00","USD","-"
"VPG","VISHAY PRECISION GROUP","Information Technology","Equity","203,246.40","0.00","203,246.40","3,360.00","60.49","United States","NYSE","USD","1.00","USD","-"
"FWRG","FIRST WATCH RESTAURANT GROUP","Consumer Discretionary","Equity","203,309.92","0.00","203,309.92","17,897.00","11.36","United States","NASDAQ","USD","1.00","USD","-"
"SWBI","SMITH WESSON BRANDS INC","Consumer Discretionary","Equity","203,979.60","0.00","203,979.60","15,453.00","13.20","United States","NASDAQ","USD","1.00","USD","-"
"INGM","INGRAM MICRO HOLDING","Information Technology","Equity","204,221.10","0.00","204,221.10","7,606.00","26.85","United States","NYSE","USD","1.00","USD","-"
"OBT","ORANGE COUNTY BANCORP INC","Financials","Equity","204,335.12","0.00","204,335.12","5,324.00","38.38","United States","NASDAQ","USD","1.00","USD","-"
"EQBK","EQUITY BANCSHARES INC CLASS A","Financials","Equity","204,436.10","0.00","204,436.10","4,070.00","50.23","United States","NYSE","USD","1.00","USD","-"
"PKE","PARK AEROSPACE CORP","Industrials","Equity","201,058.37","0.00","201,058.37","6,547.00","30.71","United States","NYSE","USD","1.00","USD","-"
"MITK","MITEK SYSTEMS INC","Information Technology","Equity","201,607.70","0.00","201,607.70","11,263.00","17.90","United States","NASDAQ","USD","1.00","USD","-"
"BLZE","BACKBLAZE INC CLASS A","Information Technology","Equity","201,857.64","0.00","201,857.64","15,721.00","12.84","United States","NASDAQ","USD","1.00","USD","-"
"CBC","CENTRAL BANCOMPANY CLASS A","Financials","Equity","201,916.68","0.00","201,916.68","6,209.00","32.52","United States","NASDAQ","USD","1.00","USD","-"
"ARDX","ARDELYX","Health Care","Equity","202,611.20","0.00","202,611.20","57,560.00","3.52","United States","NASDAQ","USD","1.00","USD","-"
"CBLL","CERIBELL","Health Care","Equity","202,814.88","0.00","202,814.88","8,336.00","24.33","United States","NASDAQ","USD","1.00","USD","-"
"BCAL","CALIFORNIA BANCORP","Financials","Equity","202,830.21","0.00","202,830.21","9,207.00","22.03","United States","NASDAQ","USD","1.00","USD","-"
"AROW","ARROW FINANCIAL CORP","Financials","Equity","199,049.09","0.00","199,049.09","5,113.00","38.93","United States","NASDAQ","USD","1.00","USD","-"
"OIS","OIL STATES INTERNATIONAL","Energy","Equity","199,363.18","0.00","199,363.18","23,762.00","8.39","United States","NYSE","USD","1.00","USD","-"
"RPD","RAPID7","Information Technology","Equity","199,613.53","0.00","199,613.53","15,607.00","12.79","United States","NASDAQ","USD","1.00","USD","-"
"AMBP","ARDAGH METAL PACKAGING SA","Materials","Equity","199,674.94","0.00","199,674.94","41,773.00","4.78","United States","NYSE","USD","1.00","USD","-"
"ITIC","INVESTORS TITLE","Financials","Equity","199,978.94","0.00","199,978.94","661.00","302.54","United States","NASDAQ","USD","1.00","USD","-"
"NBR","NABORS INDUSTRIES","Energy","Equity","200,378.88","0.00","200,378.88","2,304.00","86.97","United States","NYSE","USD","1.00","USD","-"
"SMP","STANDARD MOTOR PRODUCTS INC","Consumer Discretionary","Equity","200,391.75","0.00","200,391.75","5,239.00","38.25","United States","NYSE","USD","1.00","USD","-"
"EVC","ENTRAVISION COMMUNICATIONS CORP CL","Communication","Equity","200,395.52","0.00","200,395.52","24,086.00","8.32","United States","NYSE","USD","1.00","USD","-"
"MNPR","MONOPAR THERAPEUTICS","Health Care","Equity","200,716.96","0.00","200,716.96","1,853.00","108.32","United States","NASDAQ","USD","1.00","USD","-"
"BHB","BAR HARBOR BANKSHARES","Financials","Equity","200,895.20","0.00","200,895.20","4,936.00","40.70","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"OSPN","ONESPAN","Information Technology","Equity","197,853.36","0.00","197,853.36","11,293.00","17.52","United States","NASDAQ","USD","1.00","USD","-"
"BVS","BIOVENTUS CLASS A","Health Care","Equity","198,005.36","0.00","198,005.36","15,046.00","13.16","United States","NASDAQ","USD","1.00","USD","-"
"KURA","KURA ONCOLOGY","Health Care","Equity","198,057.48","0.00","198,057.48","17,133.00","11.56","United States","NASDAQ","USD","1.00","USD","-"
"GDOT","GREEN DOT CLASS A","Financials","Equity","195,164.64","0.00","195,164.64","14,652.00","13.32","United States","NYSE","USD","1.00","USD","-"
"CASS","CASS INFORMATION SYSTEMS INC","Financials","Equity","195,269.76","0.00","195,269.76","3,507.00","55.68","United States","NASDAQ","USD","1.00","USD","-"
"ASAN","ASANA CLASS A","Information Technology","Equity","195,576.36","0.00","195,576.36","20,246.00","9.66","United States","NYSE","USD","1.00","USD","-"
"USGO","US GOLDMINING INC","Materials","Equity","195,810.48","0.00","195,810.48","24,264.00","8.07","United States","NASDAQ","USD","1.00","USD","-"
"PZZA","PAPA JOHNS INTERNATIONAL INC","Consumer Discretionary","Equity","196,139.98","0.00","196,139.98","8,989.00","21.82","United States","NASDAQ","USD","1.00","USD","-"
"WLFC","WILLIS LEASE FINANCE","Industrials","Equity","196,183.74","0.00","196,183.74","3,629.00","54.06","United States","NASDAQ","USD","1.00","USD","-"
"NECB","NORTHEAST COMMUNITY BANCORP INC","Financials","Equity","196,200.81","0.00","196,200.81","7,291.00","26.91","United States","NASDAQ","USD","1.00","USD","-"
"CDRE","CADRE HOLDINGS INC","Industrials","Equity","196,934.22","0.00","196,934.22","6,881.00","28.62","United States","NYSE","USD","1.00","USD","-"
"BCML","BAYCOM CORP","Financials","Equity","192,970.92","0.00","192,970.92","6,394.00","30.18","United States","NASDAQ","USD","1.00","USD","-"
"NTGR","NETGEAR","Information Technology","Equity","193,041.44","0.00","193,041.44","9,008.00","21.43","United States","NASDAQ","USD","1.00","USD","-"
"SMBC","SOUTHERN MISSOURI BANCORP INC","Financials","Equity","193,072.20","0.00","193,072.20","2,634.00","73.30","United States","NASDAQ","USD","1.00","USD","-"
"AVO","MISSION PRODUCE INC","Consumer Staples","Equity","193,405.38","0.00","193,405.38","15,098.00","12.81","United States","NASDAQ","USD","1.00","USD","-"
"PUBM","PUBMATIC CLASS A","Communication","Equity","193,439.40","0.00","193,439.40","11,660.00","16.59","United States","NASDAQ","USD","1.00","USD","-"
"MTUS","METALLUS INC","Materials","Equity","193,527.98","0.00","193,527.98","10,327.00","18.74","United States","NYSE","USD","1.00","USD","-"
"HBT","HBT FINANCIAL INC","Financials","Equity","193,597.04","0.00","193,597.04","5,278.00","36.68","United States","NASDAQ","USD","1.00","USD","-"
"WRLD","WORLD ACCEPTANCE CORP","Financials","Equity","193,738.20","0.00","193,738.20","1,010.00","191.82","United States","NASDAQ","USD","1.00","USD","-"
